long,lat,year,rcp,drysoildays_summer_whole,evap_summer,nondryswa_summer_whole,ppt_summer,tmax_summer
-110.0461,37.60334,2015,historical,0.0,5.26601229596766,0.268053001345196,,
-110.0461,37.60334,2016,historical,,,,6.91,37.85
-110.0461,37.60334,2016,historical,,,,6.91,37.85
-110.0461,37.60334,2016,historical,,,,6.91,37.85
-110.0461,37.60334,2016,historical,,,,6.91,37.85
-110.0461,37.60334,2016,historical,0.0,3.48870525247481,0.0974576597387738,,
-110.0461,37.60334,2017,historical,,,,6.1,37.35
-110.0461,37.60334,2017,historical,0.0,3.01921310019217,0.0345567308242996,,
-110.0461,37.60334,2018,historical,,,,4.48,35.95
-110.0461,37.60334,2018,historical,0.0,2.04928695155365,0.01664372096283,,
-110.0458,37.60308,1980,historical,,,,2.69,37.05
-110.0458,37.60308,1980,historical,0.0,1.522567,0.1006997,,
-110.0458,37.60308,1981,historical,,,,9.39,37.55
-110.0458,37.60308,1981,historical,,,,9.39,37.55
-110.0458,37.60308,1981,historical,,,,9.39,37.55
-110.0458,37.60308,1981,historical,,,,9.39,37.55
-110.0458,37.60308,1981,historical,0.0,5.288181,0.04231942,,
-110.0458,37.60308,1982,historical,,,,9.5,36.65
-110.0458,37.60308,1982,historical,0.0,4.474843,0.2845928,,
-110.0458,37.60308,1983,historical,,,,10.22,34.55
-110.0458,37.60308,1983,historical,,,,10.22,34.55
-110.0458,37.60308,1983,historical,,,,10.22,34.55
-110.0458,37.60308,1983,historical,,,,10.22,34.55
-110.0458,37.60308,1983,historical,0.0,5.279297,0.1076259,,
-110.0458,37.60308,1984,historical,,,,9.49,35.35
-110.0458,37.60308,1984,historical,0.0,5.38387,0.05823703,,
-110.0458,37.60308,1985,historical,,,,4.81,37.55
-110.0458,37.60308,1985,historical,,,,4.81,37.55
-110.0458,37.60308,1985,historical,,,,4.81,37.55
-110.0458,37.60308,1985,historical,,,,4.81,37.55
-110.0458,37.60308,1985,historical,0.0,2.172088,0.1639797,,
-110.0458,37.60308,1986,historical,,,,9.85,35.05
-110.0458,37.60308,1986,historical,0.0,4.550195,0.1738627,,
-110.0458,37.60308,1987,historical,,,,11.04,34.25
-110.0458,37.60308,1987,historical,,,,11.04,34.25
-110.0458,37.60308,1987,historical,,,,11.04,34.25
-110.0458,37.60308,1987,historical,,,,11.04,34.25
-110.0458,37.60308,1987,historical,0.0,4.461859,0.4705854,,
-110.0458,37.60308,1988,historical,,,,7.98,35.75
-110.0458,37.60308,1988,historical,0.0,4.530869,0.02947434,,
-110.0458,37.60308,1989,historical,,,,6.69,38.25
-110.0458,37.60308,1989,historical,,,,6.69,38.25
-110.0458,37.60308,1989,historical,,,,6.69,38.25
-110.0458,37.60308,1989,historical,,,,6.69,38.25
-110.0458,37.60308,1989,historical,0.0,3.253367,0.1492731,,
-110.0458,37.60308,1990,historical,,,,5.41,37.35
-110.0458,37.60308,1990,historical,0.0,3.090212,0.02548731,,
-110.0458,37.60308,1991,historical,,,,6.39,34.85
-110.0458,37.60308,1991,historical,,,,6.39,34.85
-110.0458,37.60308,1991,historical,,,,6.39,34.85
-110.0458,37.60308,1991,historical,,,,6.39,34.85
-110.0458,37.60308,1991,historical,0.0,4.039152,0.01985624,,
-110.0458,37.60308,1992,historical,,,,5.95,34.35
-110.0458,37.60308,1992,historical,0.0,3.710096,0.02344965,,
-110.0458,37.60308,1993,historical,,,,5.55,34.75
-110.0458,37.60308,1993,historical,,,,5.55,34.75
-110.0458,37.60308,1993,historical,,,,5.55,34.75
-110.0458,37.60308,1993,historical,,,,5.55,34.75
-110.0458,37.60308,1993,historical,0.0,2.573916,0.265111,,
-110.0458,37.60308,1994,historical,,,,2.56,37.35
-110.0458,37.60308,1994,historical,0.0,2.035324,0.000695995,,
-110.0458,37.60308,1995,historical,,,,6.76,37.25
-110.0458,37.60308,1995,historical,,,,6.76,37.25
-110.0458,37.60308,1995,historical,,,,6.76,37.25
-110.0458,37.60308,1995,historical,,,,6.76,37.25
-110.0458,37.60308,1995,historical,0.0,4.234673,0.02125881,,
-110.0458,37.60308,1996,historical,,,,4.72,36.05
-110.0458,37.60308,1996,historical,0.0,3.118366,0.0008111485,,
-110.0458,37.60308,1997,historical,,,,9.18,35.45
-110.0458,37.60308,1997,historical,,,,9.18,35.45
-110.0458,37.60308,1997,historical,,,,9.18,35.45
-110.0458,37.60308,1997,historical,,,,9.18,35.45
-110.0458,37.60308,1997,historical,0.0,3.797734,0.3217086,,
-110.0458,37.60308,1998,historical,,,,5.69,37.25
-110.0458,37.60308,1998,historical,0.0,3.266516,0.09315641,,
-110.0458,37.60308,1999,historical,,,,14.56,34.35
-110.0458,37.60308,1999,historical,,,,14.56,34.35
-110.0458,37.60308,1999,historical,,,,14.56,34.35
-110.0458,37.60308,1999,historical,,,,14.56,34.35
-110.0458,37.60308,1999,historical,0.0,6.311852,0.3044396,,
-110.0458,37.60308,2000,historical,,,,4.78,36.85
-110.0458,37.60308,2000,historical,0.0,3.178769,0.0007086148,,
-110.0458,37.60308,2001,historical,,,,8.13,36.05
-110.0458,37.60308,2001,historical,,,,8.13,36.05
-110.0458,37.60308,2001,historical,,,,8.13,36.05
-110.0458,37.60308,2001,historical,,,,8.13,36.05
-110.0458,37.60308,2001,historical,0.0,4.146386,0.0909561,,
-110.0458,37.60308,2002,historical,,,,3.0,37.25
-110.0458,37.60308,2002,historical,0.0,2.312012,0.0001911367,,
-110.0458,37.60308,2003,historical,,,,5.4,38.15
-110.0458,37.60308,2003,historical,,,,5.4,38.15
-110.0458,37.60308,2003,historical,,,,5.4,38.15
-110.0458,37.60308,2003,historical,,,,5.4,38.15
-110.0458,37.60308,2003,historical,0.0,3.064058,0.05188233,,
-110.0458,37.60308,2004,historical,,,,2.76,35.15
-110.0458,37.60308,2004,historical,0.0,2.058635,0.0003913991,,
-110.0458,37.60308,2005,historical,,,,8.14,38.25
-110.0458,37.60308,2005,historical,,,,8.14,38.25
-110.0458,37.60308,2005,historical,,,,8.14,38.25
-110.0458,37.60308,2005,historical,,,,8.14,38.25
-110.0458,37.60308,2005,historical,0.0,3.895668,0.1037144,,
-110.0458,37.60308,2006,historical,,,,7.13,36.95
-110.0458,37.60308,2006,historical,0.0,4.039977,0.02227395,,
-110.0458,37.60308,2007,historical,,,,7.59,36.25
-110.0458,37.60308,2007,historical,,,,7.59,36.25
-110.0458,37.60308,2007,historical,,,,7.59,36.25
-110.0458,37.60308,2007,historical,,,,7.59,36.25
-110.0458,37.60308,2007,historical,0.0,3.756619,0.09676498,,
-110.0458,37.60308,2008,historical,,,,6.65,35.25
-110.0458,37.60308,2008,historical,0.0,3.25819,0.05259446,,
-110.0458,37.60308,2009,historical,,,,2.48,36.25
-110.0458,37.60308,2009,historical,,,,2.48,36.25
-110.0458,37.60308,2009,historical,,,,2.48,36.25
-110.0458,37.60308,2009,historical,,,,2.48,36.25
-110.0458,37.60308,2009,historical,0.0,1.905968,0.0009381406,,
-110.0458,37.60308,2010,historical,,,,9.85,37.75
-110.0458,37.60308,2010,historical,0.0,4.247629,0.2869218,,
-110.0458,37.60308,2011,historical,,,,5.66,35.85
-110.0458,37.60308,2011,historical,,,,5.66,35.85
-110.0458,37.60308,2011,historical,,,,5.66,35.85
-110.0458,37.60308,2011,historical,,,,5.66,35.85
-110.0458,37.60308,2011,historical,0.0,3.813049,0.01134097,,
-110.0458,37.60308,2012,historical,,,,6.7,35.75
-110.0458,37.60308,2012,historical,0.0,2.851102,0.2079433,,
-110.0458,37.60308,2013,historical,,,,7.91,38.55
-110.0458,37.60308,2013,historical,,,,7.91,38.55
-110.0458,37.60308,2013,historical,,,,7.91,38.55
-110.0458,37.60308,2013,historical,,,,7.91,38.55
-110.0458,37.60308,2013,historical,0.0,3.156201,0.2482706,,
-110.0458,37.60308,2014,historical,,,,6.9,35.95
-110.0458,37.60308,2014,historical,0.0,3.338671,0.1393022,,
-110.0458,37.60308,2015,historical,,,,13.03,36.25
-110.0458,37.60308,2015,historical,,,,13.03,36.25
-110.0458,37.60308,2015,historical,,,,13.03,36.25
-110.0458,37.60308,2015,historical,,,,13.03,36.25
-110.0458,37.60308,2015,historical,0.0,5.381681,0.2761022,,
-110.0458,37.60308,2016,historical,,,,6.91,37.85
-110.0458,37.60308,2016,historical,0.0,3.553917,0.1481741,,
-110.0458,37.60308,2017,historical,,,,6.1,37.35
-110.0458,37.60308,2017,historical,,,,6.1,37.35
-110.0458,37.60308,2017,historical,,,,6.1,37.35
-110.0458,37.60308,2017,historical,,,,6.1,37.35
-110.0458,37.60308,2017,historical,0.0,3.080283,0.0579352,,
-110.0458,37.60308,2018,historical,,,,4.48,35.95
-110.0458,37.60308,2018,historical,0.0,2.081399,0.03030085,,
-110.0393,37.60519,1980,historical,0.0,1.476157,0.08977556,,
-110.0393,37.60519,1980,historical,,,,2.69,37.05
-110.0393,37.60519,1980,historical,,,,2.69,37.05
-110.0393,37.60519,1980,historical,,,,2.69,37.05
-110.0393,37.60519,1980,historical,,,,2.69,37.05
-110.0393,37.60519,1981,historical,0.0,4.85683,0.02603828,,
-110.0393,37.60519,1981,historical,,,,9.39,37.55
-110.0393,37.60519,1982,historical,0.0,4.197907,0.2262234,,
-110.0393,37.60519,1982,historical,,,,9.5,36.65
-110.0393,37.60519,1982,historical,,,,9.5,36.65
-110.0393,37.60519,1982,historical,,,,9.5,36.65
-110.0393,37.60519,1982,historical,,,,9.5,36.65
